,Season,NflId,DisplayName,PlayerWeight,PlayerHeight,PlayerCollegeName,PlayerAge_int,PlayerAge,HeightFt,HeightIn,HeightCm,WeightKg,PlayerBMI,categoryId
19,2017,2552563,Shaq Mason,310,73,Georgia Tech,24,24.030200205338808,6,1,185.42,140.6136347,40.895102270594855,b
20,2017,2553632,David Andrews,300,75,Georgia,25,25.1636704312115,6,3,190.5,136.077711,37.49333333333333,b
21,2017,2555281,Joe Thuney,308,77,North Carolina State,24,24.805011978097195,6,5,195.57999999999998,139.70644996000001,36.519480519480524,b
66,2017,79611,Roy Miller,301,73,Texas,30,30.168470384313128,6,1,185.42,136.53130337000002,39.70782510790017,7
71,2017,2507948,Frank Zombo,254,75,Central Michigan,30,30.513439583491774,6,3,190.5,115.21246198,31.744355555555554,b
73,2017,2540163,Bennie Logan,315,74,LSU,27,27.69619112353284,6,2,187.96,142.88159655,40.439189189189186,b
74,2017,2552320,Ramik Wilson,237,74,Georgia,25,25.054165113950365,6,2,187.96,107.50139169,30.425675675675674,b
76,2017,2552674,Rakeem Nunez-Roches,307,74,Southern Mississippi,24,24.183528563642355,6,2,187.96,139.25285759000002,39.41216216216216,b
81,2017,2508101,James Develin,255,75,Brown,29,29.12808708520293,6,3,190.5,115.66605435000001,31.869333333333337,b
82,2017,2533046,Dwayne Allen,260,76,Clemson,27,27.53739577787918,6,4,193.04,117.9340162,31.644736842105264,b
83,2017,2539324,LaAdrian Waddle,315,78,Texas Tech,26,26.135616174867543,6,6,198.12,142.88159655,36.39792899408284,b
84,2017,2539663,Mike Gillislee,210,71,Florida,26,26.852933081096154,5,11,180.34,95.2543977,29.28585598095616,b
88,2017,2506340,Alex Smith,213,76,Utah,33,33.33891024666008,6,4,193.04,96.61517481,25.924342105263158,b
89,2017,2532945,Mitchell Schwartz,320,77,California,28,28.25198348416863,6,5,195.57999999999998,145.14955840000002,37.9423174228369,b
90,2017,2539213,Eric Fisher,315,79,Central Michigan,26,26.67498143078054,6,7,200.66,142.88159655,35.48229450408588,b
91,2017,2540258,Travis Kelce,260,77,Cincinnati,27,27.926179240499913,6,5,195.57999999999998,117.9340162,30.828132906054986,b
92,2017,2541187,Demetrius Harris,230,79,Wisconsin-Milwaukee,26,26.11372201941846,6,7,200.66,104.32624510000001,25.907707098221437,b
93,2017,2543816,Laurent Duvernay-Tardif,321,77,McGill,26,26.57368095165665,6,5,195.57999999999998,145.60315077,38.06088716478327,b
94,2017,2550606,Bryan Witzmann,320,79,South Dakota State,27,27.23076514056836,6,7,200.66,145.14955840000002,36.045505527960266,b
95,2017,2552652,Chris Conley,205,75,Georgia,24,24.870737762060486,6,3,190.5,92.98643585,25.620444444444445,b
96,2017,2552668,Mitch Morse,305,78,Missouri,25,25.38271585925419,6,6,198.12,138.34567285,35.24243918474688,b
97,2017,2554630,Ross Travis,248,78,Penn State,24,24.662661102238445,6,6,198.12,112.49090776,28.656147271531886,7
98,2017,2557917,Kareem Hunt,216,71,Toledo,22,22.091819213121404,5,11,180.34,97.97595192,30.12259472326919,b
99,2017,71251,Patrick Chung,215,71,Oregon,30,30.056227152888685,5,11,180.34,97.52235955,29.983138266217022,b
100,2017,494287,Devin McCourty,195,70,Rutgers,30,30.07265425761148,5,10,177.8,88.45051215000001,27.976530612244897,b
101,2017,2495561,Alan Branch,350,78,Michigan,32,32.6927774608969,6,6,198.12,158.7573295,40.44214332675871,7
102,2017,2533057,Dont'a Hightower,260,75,Alabama,27,27.49359881613304,6,3,190.5,117.9340162,32.49422222222222,b
103,2017,2533062,Stephon Gilmore,202,73,South Carolina,26,26.970669315790808,6,1,185.42,91.62565874,26.647776318258586,b
104,2017,2541243,Duron Harmon,205,73,Rutgers,26,26.62296226582503,6,1,185.42,92.98643585,27.043535372490147,b
105,2017,2543699,Kyle Van Noy,250,75,Brigham Young,26,26.455953367809972,6,3,190.5,113.3980925,31.244444444444447,b
106,2017,2550613,Malcolm Butler,190,71,West Alabama,27,27.52097732400436,5,11,180.34,86.1825503,26.496726839912714,b
107,2017,2552278,Trey Flowers,265,74,Arkansas,24,24.063071779856518,6,2,187.96,120.20197805000001,34.02027027027027,b
108,2017,2552392,Jordan Richards,215,71,Stanford,24,24.62980689279286,5,11,180.34,97.52235955,29.983138266217022,b
109,2017,2552483,Malcom Brown,320,74,Texas,23,23.597637146044057,6,2,187.96,145.14955840000002,41.08108108108108,b
149,2017,2539265,Rex Burkhead,215,70,Nebraska,27,27.186966879610615,5,10,177.8,97.52235955,30.845918367346936,b
176,2017,2495340,Anthony Sherman,242,70,Connecticut,28,28.742084379040232,5,10,177.8,109.76935354000001,34.71959183673469,b
185,2017,2556214,Tyreek Hill,185,70,West Alabama,23,23.523740778766445,5,10,177.8,83.91458845000001,26.541836734693877,b
225,2017,2550272,Albert Wilson,195,69,Georgia State,25,25.158250690800315,5,9,175.26,88.45051215000001,28.793320730938877,b
238,2017,2552255,Eric Rowe,205,73,Utah,24,24.93100907546835,6,1,185.42,92.98643585,27.043535372490147,b
335,2017,2543638,De'Anthony Thomas,176,68,Oregon,24,24.673681838923113,5,8,172.72,79.83225712000001,26.757785467128027,b
343,2017,2495481,Lawrence Guy,315,76,Arizona State,27,27.479978895733517,6,4,193.04,142.88159655,38.338815789473685,b
549,2017,2556119,Elandon Roberts,238,72,Houston,23,23.381447543539434,6,0,182.88,107.95498406,32.27507716049383,b
608,2017,2495469,Dion Lewis,195,68,Pittsburgh,26,26.948880966866934,5,8,172.72,88.45051215000001,29.646410034602077,b
632,2017,2543868,Cassius Marsh,245,76,UCLA,25,25.17202772073922,6,4,193.04,111.13013065000001,29.819078947368418,b
763,2017,2495621,David Harris,250,74,Michigan,33,33.63208948082237,6,2,187.96,113.3980925,32.09459459459459,7
845,2017,2555173,Eric Murray,199,71,Minnesota,23,23.66909242147692,5,11,180.34,90.26488163,27.751834953382268,b
854,2017,2552424,Phillip Dorsett,192,70,Miami,24,24.6738836603544,5,10,177.8,87.08973504000001,27.54612244897959,b
1021,2017,2555478,Demarcus Robinson,203,73,Florida,22,22.965532771820417,6,1,185.42,92.07925111,26.779696003002442,b
1033,2017,2558924,Adam Butler,300,77,Vanderbilt,23,23.409064599335817,6,5,195.57999999999998,136.077711,35.5709225839096,b
1055,2017,2558000,Deatrich Wise,275,77,Arkansas,23,23.121613652495753,6,5,195.57999999999998,124.73790175,32.60667903525046,b
1063,2017,2550268,Charcandrick West,205,70,Abilene Christian,26,26.270143610413974,5,10,177.8,92.98643585,29.41122448979592,b
1144,2017,2495343,Buster Skrine,185,69,Chattanooga,28,28.377031745126374,5,9,175.26,83.91458845000001,27.31674018063432,b
1145,2017,2495490,Muhammad Wilkerson,315,76,Temple,27,27.886956454229725,6,4,193.04,142.88159655,38.338815789473685,b
1146,2017,2507590,Steve McLendon,310,75,Troy,31,31.687093346769082,6,3,190.5,140.6136347,38.74311111111111,b
1147,2017,2533008,Demario Davis,248,74,Arkansas State,28,28.664506077775243,6,2,187.96,112.49090776,31.83783783783784,b
1148,2017,2533059,Morris Claiborne,192,71,Louisiana State,27,27.59126856921946,5,11,180.34,87.08973504000001,26.775639754017064,b
1149,2017,2543484,Kony Ealy,275,76,Missouri,25,25.724054332395365,6,4,193.04,124.73790175,33.47039473684211,b
1150,2017,2543712,Terrence Brooks,205,71,Florida State,25,25.526929075721856,5,11,180.34,92.98643585,28.5885736956953,b
1151,2017,2552486,Leonard Williams,302,77,Southern California,23,23.22713441453089,6,5,195.57999999999998,136.98489574,35.808062067802325,b
1152,2017,2555322,Darron Lee,232,73,Ohio State,22,22.898592320075036,6,1,185.42,105.23342984,30.605366860574215,b
1153,2017,2557979,Jamal Adams,213,73,Louisiana State,21,21.902014633558952,6,1,185.42,96.61517481,28.098892850440986,b
1154,2017,2557995,Marcus Maye,207,72,Florida,24,24.508448582908713,6,0,182.88,93.89362059,28.071180555555554,b
1155,2017,71523,Eric Wood,310,76,Louisville,31,31.484492388521307,6,4,193.04,140.6136347,37.73026315789474,7
1156,2017,79607,LeSean McCoy,210,71,Pittsburgh,29,29.165532771820416,5,11,180.34,95.2543977,29.28585598095616,b
1157,2017,2495139,Charles Clay,246,75,Tulsa,28,28.574157001799882,6,3,190.5,111.58372302000001,30.744533333333333,b
1158,2017,2495240,Tyrod Taylor,215,73,Virginia Tech,28,28.105984517200294,6,1,185.42,97.52235955,28.36273221992869,b
1159,2017,2506420,Richie Incognito,325,75,Nebraska,34,34.18675111542069,6,3,190.5,147.41752025,40.617777777777775,7
1160,2017,2532849,Cordy Glenn,345,78,Georgia,27,27.980043380992218,6,6,198.12,156.48936765000002,39.86439842209073,b
1161,2017,2540229,Jordan Mills,316,77,Louisiana Tech,26,26.715156317337186,6,5,195.57999999999998,143.33518892,37.46803845505144,b
1162,2017,2543500,Jordan Matthews,215,75,Vanderbilt,25,25.154581368671888,6,3,190.5,97.52235955,26.87022222222222,b
1163,2017,2552403,Nick O'Leary,252,75,Florida State,25,25.02864023246381,6,3,190.5,114.30527724000001,31.4944,b
1164,2017,2553436,John Miller,315,75,Louisville,24,24.081343860116107,6,3,190.5,142.88159655,39.368,b
1165,2017,2557863,Zay Jones,200,74,East Carolina,22,22.452322641772504,6,2,187.96,90.718474,25.675675675675674,b
1170,2017,2541864,Josh Martin,245,75,Columbia,25,25.844525724389687,6,3,190.5,111.13013065000001,30.619555555555557,b
1172,2017,2555256,Jordan Jenkins,259,75,Georgia,23,23.197024013232944,6,3,190.5,117.48042383,32.36924444444444,b
1174,2017,2556647,Claude Pelon,300,76,USC,24,24.787715320556696,6,4,193.04,136.077711,36.51315789473684,7
1179,2017,2495453,Andre Holmes,210,76,Hillsdale,29,29.236722849646362,6,4,193.04,95.2543977,25.559210526315788,b
1181,2017,2507428,Mike Tolbert,250,69,Coastal Carolina,31,31.799351186402006,5,9,175.26,113.3980925,36.914513757613946,7
1182,2017,2530763,Patrick DiMarco,234,73,South Carolina,28,28.366086299338352,6,1,185.42,106.14061458,30.869206230061923,b
1216,2017,2555313,Juston Burris,212,72,North Carolina State,24,24.103254905315993,6,0,182.88,96.16158244,28.749228395061728,7
1238,2017,2550242,Mike Pennel,330,76,Colorado State-Pueblo,26,26.3428190673562,6,4,193.04,149.6854821,40.16447368421053,b
1319,2017,2557875,Dion Dawkins,320,77,Temple,23,23.37777311962887,6,5,195.57999999999998,145.14955840000002,37.9423174228369,b
1391,2017,2535867,Julian Stanford,230,73,Wagner,27,27.024604057342763,6,1,185.42,104.32624510000001,30.34152749108651,b
1426,2017,2543767,Logan Thomas,250,78,Virginia Tech,26,26.197774228711943,6,6,198.12,113.3980925,28.887245233399078,b
1484,2017,2558255,Dylan Donahue,248,74,West Georgia,25,25.058863443354376,6,2,187.96,112.49090776,31.83783783783784,7
1496,2017,2495134,James Carpenter,321,77,Alabama,28,28.47297139199432,6,5,195.57999999999998,145.60315077,38.06088716478327,b
1497,2017,2495328,Bilal Powell,204,70,Louisville,28,28.872697606915608,5,10,177.8,92.53284348000001,29.267755102040816,b
1498,2017,2505076,Josh McCown,218,76,Sam Houston State,38,38.18960383552615,6,4,193.04,98.88313666,26.532894736842106,b
1499,2017,2532887,Jermaine Kearse,209,73,Washington,27,27.594121289324917,6,1,185.42,94.80080533,27.571214111465565,b
1500,2017,2533442,Kelvin Beachum,308,75,Southern Methodist,28,28.259419030598018,6,3,190.5,139.70644996000001,38.49315555555555,b
1501,2017,2539247,Brian Winters,320,76,Kent State,26,26.173176730803355,6,4,193.04,145.14955840000002,38.94736842105263,b
1502,2017,2543763,Wesley Johnson,305,77,Vanderbilt,26,26.671465574061397,6,5,195.57999999999998,138.34567285,36.163771293641425,b
1503,2017,2553830,Will Tye,260,74,Stony Brook,25,25.8528481887089,6,2,187.96,117.9340162,33.37837837837838,7
1504,2017,2555193,Brandon Shell,324,77,South Carolina,25,25.595490214718485,6,5,195.57999999999998,146.96392788,38.41659639062236,b
1505,2017,2556462,Robby Anderson,190,75,Temple,24,24.34155455421198,6,3,190.5,86.1825503,23.745777777777775,b
1506,2017,2558150,ArDarius Stewart,205,72,Alabama,23,23.75839233655284,6,0,182.88,92.98643585,27.79996141975309,7
1507,2017,496796,Jerry Hughes,254,74,Texas Christian,29,29.078036415950518,6,2,187.96,115.21246198,32.608108108108105,b
1508,2017,2495356,Cedric Thornton,295,76,Southern Arkansas,29,29.223142507668516,6,4,193.04,133.80974915000002,35.90460526315789,7
1509,2017,2507644,Ramon Humber,232,71,North Dakota State,30,30.08830335640226,5,11,180.34,105.23342984,32.35389803610395,b
1510,2017,2532878,Leonard Johnson,194,70,Iowa State,27,27.451753048394046,5,10,177.8,87.99691978,27.833061224489796,b
1511,2017,2539240,Micah Hyde,197,72,Iowa,26,26.69610623114559,6,0,182.88,89.35769689,26.715084876543212,b
1512,2017,2539290,Jordan Poyer,191,72,Oregon State,26,26.381253390625396,6,0,182.88,86.63614267,25.9014274691358,b
1513,2017,2543814,Preston Brown,251,73,Louisville,24,24.872697606915608,6,1,185.42,113.85168487,33.111840870707454,b
1514,2017,2543823,E.J. Gaines,190,70,Missouri,25,25.548946751337237,5,10,177.8,86.1825503,27.259183673469387,b
1515,2017,2555235,Adolphus Washington,295,76,Ohio State,24,24.79603778487591,6,4,193.04,133.80974915000002,35.90460526315789,b
1516,2017,2556714,Eddie Yarbrough,259,75,Wyoming,24,24.382622316018963,6,3,190.5,117.48042383,32.36924444444444,b
1517,2017,2557867,Tre'Davious White,192,71,Louisiana State,22,22.652300618551475,5,11,180.34,87.08973504000001,26.775639754017064,b
1530,2017,2495478,Marcell Dareus,331,75,Alabama,27,27.498298951758056,6,3,190.5,150.13907447,41.367644444444444,b
1538,2017,2555252,Shaq Lawson,267,75,Clemson,23,23.235465276193374,6,3,190.5,121.10916279,33.36906666666666,b
1575,2017,2506931,Kyle Williams,303,73,Louisiana State,34,34.255370877379775,6,1,185.42,137.43848811,39.971664477387876,b
1584,2017,234,Matt Forte,218,74,Tulane,31,31.752978997135397,6,2,187.96,98.88313666,27.986486486486488,7
1635,2017,2550528,Brent Qvale,315,79,Nebraska,26,26.504536910284685,6,7,200.66,142.88159655,35.48229450408588,b
1640,2017,2506268,Lorenzo Alexander,245,73,California,34,34.282770996526985,6,1,185.42,111.13013065000001,32.320322762244324,b
1643,2017,2534761,Ryan Davis,260,74,Bethune-Cookman,28,28.544235746698103,6,2,187.96,117.9340162,33.37837837837838,7
1926,2017,2495251,Shareece Wright,184,71,USC,30,30.427957449235684,5,11,180.34,83.46099608,25.659988097599683,b
1993,2017,81306,Brandon Tate,195,73,North Carolina,29,29.93516525337795,6,1,185.42,88.45051215000001,25.724338525051607,7
2112,2017,310,Matt Ryan,217,76,Boston College,32,32.31954020584582,6,4,193.04,98.42954429000001,26.41118421052632,b
2113,2017,71363,Andy Levitre,303,74,Oregon State,31,31.325700370116866,6,2,187.96,137.43848811,38.898648648648646,b
2114,2017,71375,Alex Mack,311,76,California,31,31.81029995943925,6,4,193.04,141.06722707,37.85197368421053,b
2115,2017,2495454,Julio Jones,220,75,Alabama,28,28.587849582984763,6,3,190.5,99.79032140000001,27.49511111111111,b
2116,2017,2533040,Mohamed Sanu,215,74,Rutgers,28,28.053968679494005,6,2,187.96,97.52235955,27.60135135135135,b
2117,2017,2541521,Ryan Schraeder,300,79,Valdosta State,29,29.354447803381753,6,7,200.66,136.077711,33.79266143246275,b
2118,2017,2543583,Devonta Freeman,206,68,Florida State,25,25.491340342738358,5,8,172.72,93.44002822,31.31877162629758,b
2119,2017,2543758,Jake Matthews,309,77,Texas A&M,25,25.58168941871372,6,5,195.57999999999998,140.16004233,36.63805026142688,b
2120,2017,2550617,Taylor Gabriel,167,67,Abilene Christian,26,26.564577851294143,5,7,170.18,75.74992579,26.153040766317666,b
2121,2017,2555415,Austin Hooper,254,76,Stanford,22,22.868479288665803,6,4,193.04,115.21246198,30.914473684210527,b
2122,2017,2556373,Wes Schweitzer,314,76,San Jose State,23,23.999211663751364,6,4,193.04,142.42800418000002,38.2171052631579,b
2123,2017,1974,Quintin Demps,216,71,Texas-El Paso,32,32.20181262199914,5,11,180.34,97.97595192,30.12259472326919,7
2124,2017,2508063,Willie Young,258,76,North Carolina State,31,31.977308857454307,6,4,193.04,117.02683146000001,31.40131578947368,7
2125,2017,2514414,Jerrell Freeman,235,72,Mary Hardin-Baylor,31,31.364030281136714,6,0,182.88,106.59420695,31.868248456790123,7
2126,2017,2532961,Danny Trevathan,239,72,Kentucky,27,27.468068611047734,6,0,182.88,108.40857643000001,32.410686728395056,b
2127,2017,2533433,Akiem Hicks,352,76,"Regina, Can.",27,27.818513511800642,6,4,193.04,159.66451424000002,42.8421052631579,b
2128,2017,2541202,Marcus Cooper,197,74,Rutgers,27,27.607699001191474,6,2,187.96,89.35769689,25.29054054054054,b
2129,2017,2543681,Kyle Fuller,194,71,Virginia Tech,25,25.568000164778056,5,11,180.34,87.99691978,27.054552668121403,b
2130,2017,2552489,Eddie Goldman,320,75,Florida State,23,23.678883121656906,6,3,190.5,145.14955840000002,39.99288888888889,b
2131,2017,2553500,Bryce Callahan,188,69,Rice,25,25.88559085608538,5,9,175.26,85.27536556,27.75971434572569,b
2132,2017,2555285,Leonard Floyd,240,77,Georgia,25,25.006740753415976,6,5,195.57999999999998,108.8621688,28.456738067127677,b
2133,2017,2558176,Eddie Jackson,202,72,Alabama,23,23.752805092909473,6,0,182.88,91.62565874,27.393132716049383,b
2138,2017,2540203,Levine Toilolo,268,80,Stanford,26,26.11831413035212,6,8,203.2,121.56275516000001,29.438125000000003,b
2141,2017,2552418,Justin Hardy,192,70,East Carolina,25,25.73227716936649,5,10,177.8,87.08973504000001,27.54612244897959,b
2142,2017,2552453,Tevin Coleman,210,73,Indiana,24,24.404419537607424,6,1,185.42,95.2543977,27.70313379620942,b
2146,2017,2495101,Sam Acho,259,75,Texas,29,29.01222241235075,6,3,190.5,117.48042383,32.36924444444444,b
2147,2017,2508016,Mitch Unrein,301,76,Wyoming,30,30.466021180317895,6,4,193.04,136.53130337000002,36.63486842105263,7
2198,2017,2555335,Jonathan Bullard,296,75,Florida,23,23.88697074555733,6,3,190.5,134.26334152,36.99342222222222,b
2210,2017,2558023,Eric Saubert,253,77,Drake,23,23.364042607802876,6,5,195.57999999999998,114.75886961,29.998144712430427,b
2222,2017,2495218,Brooks Reed,254,75,Arizona,30,30.53448205820468,6,3,190.5,115.21246198,31.744355555555554,b
2223,2017,2532989,Derrick Shelby,280,74,Utah,28,28.522161729662585,6,2,187.96,127.00586360000001,35.945945945945944,b
2224,2017,2533435,Dontari Poe,346,75,Memphis,27,27.065625110908307,6,3,190.5,156.94296002000002,43.242311111111114,b
2225,2017,2539334,Desmond Trufant,190,72,Washington,27,27.00265454280427,6,0,182.88,86.1825503,25.76581790123457,b
2226,2017,2539653,Robert Alford,186,70,Southeastern Louisiana,28,28.858917376479834,5,10,177.8,84.36818082,26.685306122448978,b
2227,2017,2543850,Ricardo Allen,186,69,Purdue,25,25.732291777574975,5,9,175.26,84.36818082,27.464398235664778,b
2228,2017,2552327,Grady Jarrett,305,72,Clemson,24,24.37157993637032,6,0,182.88,138.34567285,41.360918209876544,b
2229,2017,2555162,Deion Jones,227,73,Louisiana State,22,22.852072749512004,6,1,185.42,102.96546799000001,29.945768436854944,b
2230,2017,2555255,De'Vondre Campbell,232,75,Minnesota,24,24.196357485993865,6,3,190.5,105.23342984,28.994844444444446,b
2231,2017,2555543,Keanu Neal,211,72,Florida,22,22.129280141709128,6,0,182.88,95.70799007000001,28.613618827160494,b
2232,2017,2557967,Duke Riley,230,73,Louisiana State,23,23.090265767992495,6,1,185.42,104.32624510000001,30.34152749108651,b
2233,2017,4485,Josh Sitton,320,75,Central Florida,31,31.23810971049763,6,3,190.5,145.14955840000002,39.99288888888889,b
2234,2017,238457,Zach Miller,245,77,Nebraska-Omaha,32,32.93557719851953,6,5,195.57999999999998,111.13013065000001,29.049586776859506,7
2235,2017,2532816,Tom Compton,313,78,South Dakota,28,28.338725726924736,6,6,198.12,141.97441181000002,36.16683103221565,b
2236,2017,2533543,Bobby Massie,325,78,Mississippi,28,28.11148411159277,6,6,198.12,147.41752025,37.5534188034188,b
2237,2017,2534436,Deonte Thompson,204,72,Florida,28,28.571443043830964,6,0,182.88,92.53284348000001,27.66435185185185,b
2238,2017,2539275,Mike Glennon,225,79,North Carolina State,27,27.747349956904202,6,7,200.66,102.05828325,25.34449607434706,b
2239,2017,2540200,Dion Sims,268,76,Michigan State,26,26.561860566076,6,4,193.04,121.56275516000001,32.61842105263158,b
2240,2017,2550169,Charles Leno Jr.,305,75,Boise State,25,25.92394133267422,6,3,190.5,138.34567285,38.11822222222222,b
2241,2017,2553432,Kevin White,216,75,West Virginia,25,25.212100128019873,6,3,190.5,97.97595192,26.995199999999997,b
2242,2017,2555132,Cody Whitehair,309,75,Kansas State,25,25.16829451542576,6,3,190.5,140.16004233,38.61813333333333,b
2243,2017,2555418,Jordan Howard,224,72,Indiana,22,22.857548451086267,6,0,182.88,101.60469088,30.37654320987654,b
2249,2017,2534871,Derrick Coleman,233,72,UCLA,26,26.89862838111897,6,0,182.88,105.68702221000001,31.59702932098765,b
2267,2017,2532964,Courtney Upshaw,272,74,Alabama,27,27.744632481557534,6,2,187.96,123.37712464,34.91891891891892,7
2268,2017,2532992,Jack Crawford,288,77,Penn State,29,29.009519545212562,6,5,195.57999999999998,130.63460256000002,34.148085680553216,b
2279,2017,2532977,Kendall Wright,185,70,Baylor,27,27.82950585595863,5,10,177.8,83.91458845000001,26.541836734693877,7
2306,2017,2552636,Michael Burton,240,72,Rutgers,25,25.609115046771617,6,0,182.88,108.8621688,32.5462962962963,b
2309,2017,2558250,Tarik Cohen,191,66,North Carolina A&T,22,22.129306696326715,5,6,167.64000000000001,86.63614267,30.82483930211203,b
2310,2017,2495140,Adrian Clayborn,280,75,Iowa,29,29.182011749942962,6,3,190.5,127.00586360000001,34.99377777777777,b
2315,2017,2552301,Vic Beasley,246,75,Clemson,25,25.176536048368696,6,3,190.5,111.58372302000001,30.744533333333333,b
2320,2017,2556445,Brian Poole,211,70,Florida,24,24.891799566506958,5,10,177.8,95.70799007000001,30.272040816326534,b
2352,2017,2556665,Roy Robertson-Harris,294,77,Texas-El Paso,24,24.136166692017138,6,5,195.57999999999998,133.35615678000002,34.85950413223141,b
2454,2017,2495201,Pernell McPhee,265,75,Mississippi State,28,28.733051467792226,6,3,190.5,120.20197805000001,33.11911111111111,b
2461,2017,2555288,Nick Kwiatkoski,242,74,West Virginia,24,24.29499534185109,6,2,187.96,109.76935354000001,31.06756756756757,b
2507,2017,2558144,Adam Shaheen,257,78,Ashland,22,22.882275648338275,6,6,198.12,116.57323909,29.696088099934254,b
2633,2017,2535964,Josh Bellamy,208,72,Louisville,28,28.316958228762644,6,0,182.88,94.34721296000001,28.206790123456788,b
2650,2017,2558184,Damontae Kazee,190,71,San Diego State,24,24.267678340558216,5,11,180.34,86.1825503,26.496726839912714,b
2869,2017,2557872,Takkarist McKinley,265,74,UCLA,21,21.85843311912186,6,2,187.96,120.20197805000001,34.02027027027027,b
2929,2017,497320,Andre Roberts,195,71,Citadel,29,29.67232226151545,5,11,180.34,88.45051215000001,27.19400912517358,b
2948,2017,4365,Brandon Carr,210,72,Grand Valley State,31,31.31474744594012,6,0,182.88,95.2543977,28.47800925925926,b
2949,2017,81879,Lardarius Webb,185,70,Nicholls State,31,31.914336768322052,5,10,177.8,83.91458845000001,26.541836734693877,7
2950,2017,2495775,Eric Weddle,195,71,Utah,32,32.68367283950617,5,11,180.34,88.45051215000001,27.19400912517358,b
2951,2017,2505660,Terrell Suggs,265,75,Arizona State,34,34.91775908180597,6,3,190.5,120.20197805000001,33.11911111111111,b
2952,2017,2508107,Jimmy Smith,210,74,Colorado,29,29.127204667021573,6,2,187.96,95.2543977,26.95945945945946,b
2953,2017,2540164,Tony Jefferson,211,71,Oklahoma,25,25.622755659492483,5,11,180.34,95.70799007000001,29.425312438008334,b
2954,2017,2541302,Brandon Williams,336,73,Missouri Southern,28,28.552256001723833,6,1,185.42,152.40703632,44.32501407393508,b
2955,2017,2543464,C.J. Mosley,250,74,Alabama,25,25.228505146145462,6,2,187.96,113.3980925,32.09459459459459,b
2956,2017,2543765,Brent Urban,300,79,Virginia,26,26.353761819656754,6,7,200.66,136.077711,33.79266143246275,b
2957,2017,2552279,Za'Darius Smith,272,76,Kentucky,25,25.006739232387762,6,4,193.04,123.37712464,33.10526315789474,b
2958,2017,2555339,Kamalei Correa,241,75,Boise State,23,23.374980163257028,6,3,190.5,109.31576117,30.119644444444443,b
2959,2017,497302,Brandon LaFell,210,75,LSU,30,30.8520506629148,6,3,190.5,95.2543977,26.245333333333335,b
2960,2017,2495123,Clint Boling,305,77,Georgia,28,28.34144149111466,6,5,195.57999999999998,138.34567285,36.163771293641425,b
2961,2017,2495143,Andy Dalton,220,74,Texas Christian,29,29.86916223033437,6,2,187.96,99.79032140000001,28.243243243243246,b
2962,2017,2495450,A.J. Green,210,76,Georgia,29,29.113515413085914,6,4,193.04,95.2543977,25.559210526315788,b
2963,2017,2540148,Tyler Eifert,255,78,Notre Dame,27,27.008108157781326,6,6,198.12,115.66605435000001,29.464990138067062,b
