,PlayId,Team
7799,20170910072474,home
7810,20170910072546,away
7821,20170910072546,home
7832,20170910072613,away
7843,20170910072613,home
7854,20170910072718,away
7865,20170910072718,home
7876,20170910072739,away
7887,20170910072739,home
7898,20170910072999,away
7909,20170910072999,home
7920,20170910073072,away
7931,20170910073072,home
7942,20170910073093,away
7953,20170910073093,home
7964,20170910073161,away
7975,20170910073161,home
7986,20170910073407,away
7997,20170910073407,home
8008,20170910073428,away
8019,20170910073428,home
8030,20170910073449,away
8041,20170910073449,home
8052,20170910073487,away
8063,20170910073487,home
8074,20170910073525,away
8085,20170910073525,home
8096,20170910073563,away
8107,20170910073563,home
8118,20170910073584,away
8129,20170910073584,home
8140,20170910073622,away
8151,20170910073622,home
8162,20170910080090,away
8173,20170910080090,home
8184,20170910080135,away
8195,20170910080135,home
8206,20170910080385,away
8217,20170910080385,home
8228,20170910080492,away
8239,20170910080492,home
8250,20170910080572,away
8261,20170910080572,home
8272,20170910080653,away
8283,20170910080653,home
8294,20170910080740,away
8305,20170910080740,home
8316,20170910080761,away
8327,20170910080761,home
8338,20170910080782,away
8349,20170910080782,home
8360,20170910080864,away
8371,20170910080864,home
8382,20170910080909,away
8393,20170910080909,home
8404,20170910080971,away
8415,20170910080971,home
8426,20170910081087,away
8437,20170910081087,home
8448,20170910081108,away
8459,20170910081108,home
8470,20170910081154,away
8481,20170910081154,home
8492,20170910081175,away
8503,20170910081175,home
8514,20170910081338,away
8525,20170910081338,home
8536,20170910081428,away
8547,20170910081428,home
8558,20170910081591,away
8569,20170910081591,home
8580,20170910081705,away
8591,20170910081705,home
8602,20170910081816,away
8613,20170910081816,home
8624,20170910082188,away
8635,20170910082188,home
8646,20170910082538,away
8657,20170910082538,home
8668,20170910082744,away
8679,20170910082744,home
8690,20170910083016,away
8701,20170910083016,home
8712,20170910083158,away
8723,20170910083158,home
8734,20170910083275,away
8745,20170910083275,home
8756,20170910083344,away
8767,20170910083344,home
8778,20170910083411,away
8789,20170910083411,home
8800,20170910083437,away
8811,20170910083437,home
8822,20170910083656,away
8833,20170910083656,home
8844,20170910083677,away
8855,20170910083677,home
8866,20170910083698,away
8877,20170910083698,home
8888,20170910090051,away
8899,20170910090051,home
8910,20170910090222,away
8921,20170910090222,home
8932,20170910090243,away
8943,20170910090243,home
8954,20170910090350,away
8965,20170910090350,home
8976,20170910090419,away
8987,20170910090419,home
8998,20170910090492,away
9009,20170910090492,home
9020,20170910090513,away
9031,20170910090513,home
9042,20170910090590,away
9053,20170910090590,home
9064,20170910090611,away
9075,20170910090611,home
9086,20170910090656,away
9097,20170910090656,home
9108,20170910090682,away
9119,20170910090682,home
9130,20170910090703,away
9141,20170910090703,home
9152,20170910090818,away
9163,20170910090818,home
9174,20170910090839,away
9185,20170910090839,home
9196,20170910090918,away
9207,20170910090918,home
9218,20170910090990,away
9229,20170910090990,home
9240,20170910091086,away
9251,20170910091086,home
9262,20170910091245,away
9273,20170910091245,home
9284,20170910091266,away
9295,20170910091266,home
9306,20170910091392,away
9317,20170910091392,home
9328,20170910091529,away
9339,20170910091529,home
9350,20170910091778,away
9361,20170910091778,home
9372,20170910091845,away
9383,20170910091845,home
9394,20170910092063,away
9405,20170910092063,home
9416,20170910092084,away
9427,20170910092084,home
9438,20170910092199,away
9449,20170910092199,home
9460,20170910092288,away
9471,20170910092288,home
9482,20170910092333,away
9493,20170910092333,home
9504,20170910092382,away
9515,20170910092382,home
9526,20170910092403,away
9537,20170910092403,home
9548,20170910092424,away
9559,20170910092424,home
9570,20170910092538,away
9581,20170910092538,home
9592,20170910092626,away
9603,20170910092626,home
9614,20170910092727,away
9625,20170910092727,home
9636,20170910092748,away
9647,20170910092748,home
9658,20170910092834,away
9669,20170910092834,home
9680,20170910092855,away
9691,20170910092855,home
9702,20170910092929,away
9713,20170910092929,home
9724,20170910093011,away
9735,20170910093011,home
9746,20170910093036,away
9757,20170910093036,home
9768,20170910093081,away
9779,20170910093081,home
9790,20170910093102,away
9801,20170910093102,home
9812,20170910093194,away
9823,20170910093194,home
9834,20170910093294,away
9845,20170910093294,home
9856,20170910093353,away
9867,20170910093353,home
9878,20170910093374,away
9889,20170910093374,home
9900,20170910093419,away
9911,20170910093419,home
9922,20170910093464,away
9933,20170910093464,home
9944,20170910093485,away
9955,20170910093485,home
9966,20170910093529,away
9977,20170910093529,home
9988,20170910093599,away
9999,20170910093599,home
10010,20170910093662,away
10021,20170910093662,home
10032,20170910100411,away
10043,20170910100411,home
10054,20170910100445,away
10065,20170910100445,home
10076,20170910100512,away
10087,20170910100512,home
10098,20170910100537,away
10109,20170910100537,home
10120,20170910100579,away
10131,20170910100579,home
10142,20170910100600,away
10153,20170910100600,home
10164,20170910100670,away
10175,20170910100670,home
10186,20170910100773,away
10197,20170910100773,home
10208,20170910100796,away
10219,20170910100796,home
10230,20170910100993,away
10241,20170910100993,home
10252,20170910101192,away
10263,20170910101192,home
10274,20170910101276,away
10285,20170910101276,home
10296,20170910101300,away
10307,20170910101300,home
10318,20170910101379,away
10329,20170910101379,home
10340,20170910101551,away
10351,20170910101551,home
10362,20170910101745,away
10373,20170910101745,home
10384,20170910101805,away
10395,20170910101805,home
10406,20170910101843,away
10417,20170910101843,home
10428,20170910102048,away
10439,20170910102048,home
10450,20170910102126,away
10461,20170910102126,home
10472,20170910102266,away
10483,20170910102266,home
10494,20170910102316,away
10505,20170910102316,home
10516,20170910102371,away
10527,20170910102371,home
10538,20170910102468,away
10549,20170910102468,home
10560,20170910102513,away
10571,20170910102513,home
10582,20170910102582,away
10593,20170910102582,home
10604,20170910102812,away
10615,20170910102812,home
10626,20170910103100,away
10637,20170910103100,home
10648,20170910103186,away
10659,20170910103186,home
10670,20170910103266,away
10681,20170910103266,home
10692,20170910103309,away
10703,20170910103309,home
10714,20170910103650,away
10725,20170910103650,home
10736,20170910103768,away
10747,20170910103768,home
10758,20170910103846,away
10769,20170910103846,home
10780,20170910103884,away
10791,20170910103884,home
10802,20170910104003,away
10813,20170910104003,home
10824,20170910110051,away
10835,20170910110051,home
10846,20170910110100,away
10857,20170910110100,home
10868,20170910110283,away
10879,20170910110283,home
10890,20170910110355,away
10901,20170910110355,home
10912,20170910110467,away
10923,20170910110467,home
10934,20170910110488,away
10945,20170910110488,home
10956,20170910110567,away
10967,20170910110567,home
10978,20170910110616,away
10989,20170910110616,home
11000,20170910110690,away
11011,20170910110690,home
11022,20170910110773,away
11033,20170910110773,home
11044,20170910110794,away
11055,20170910110794,home
11066,20170910110960,away
11077,20170910110960,home
11088,20170910111105,away
11099,20170910111105,home
11110,20170910111162,away
11121,20170910111162,home
11132,20170910111216,away
11143,20170910111216,home
11154,20170910111277,away
11165,20170910111277,home
11176,20170910111328,away
11187,20170910111328,home
11198,20170910111401,away
11209,20170910111401,home
11220,20170910111518,away
11231,20170910111518,home
11242,20170910111543,away
11253,20170910111543,home
11264,20170910111778,away
11275,20170910111778,home
11286,20170910111893,away
11297,20170910111893,home
11308,20170910112186,away
11319,20170910112186,home
11330,20170910112207,away
11341,20170910112207,home
11352,20170910112253,away
11363,20170910112253,home
11374,20170910112362,away
11385,20170910112362,home
11396,20170910112458,away
11407,20170910112458,home
11418,20170910112552,away
11429,20170910112552,home
11440,20170910112597,away
11451,20170910112597,home
11462,20170910112671,away
11473,20170910112671,home
11484,20170910112692,away
11495,20170910112692,home
11506,20170910112949,away
11517,20170910112949,home
11528,20170910113126,away
11539,20170910113126,home
11550,20170910113162,away
11561,20170910113162,home
11572,20170910113518,away
11583,20170910113518,home
11594,20170910113539,away
11605,20170910113539,home
11616,20170910113560,away
11627,20170910113560,home
11638,20170910113581,away
11649,20170910113581,home
11660,20170910113605,away
11671,20170910113605,home
11682,20170910113626,away
11693,20170910113626,home
11704,20170910113664,away
11715,20170910113664,home
11726,20170910113685,away
11737,20170910113685,home
11748,20170910113706,away
11759,20170910113706,home
11770,20170910113744,away
11781,20170910113744,home
11792,20170910120087,away
11803,20170910120087,home
11814,20170910120129,away
11825,20170910120129,home
11836,20170910120271,away
11847,20170910120271,home
11858,20170910120356,away
11869,20170910120356,home
11880,20170910120432,away
11891,20170910120432,home
11902,20170910120731,away
11913,20170910120731,home
11924,20170910120822,away
11935,20170910120822,home
11946,20170910120843,away
11957,20170910120843,home
11968,20170910120886,away
11979,20170910120886,home
11990,20170910120952,away
12001,20170910120952,home
12012,20170910121105,away
12023,20170910121105,home
12034,20170910121154,away
12045,20170910121154,home
12056,20170910121175,away
12067,20170910121175,home
12078,20170910121264,away
12089,20170910121264,home
12100,20170910121314,away
12111,20170910121314,home
12122,20170910121335,away
12133,20170910121335,home
12144,20170910121397,away
12155,20170910121397,home
12166,20170910121555,away
12177,20170910121555,home
12188,20170910121603,away
12199,20170910121603,home
12210,20170910121625,away
12221,20170910121625,home
12232,20170910122252,away
12243,20170910122252,home
12254,20170910122297,away
12265,20170910122297,home
12276,20170910122414,away
12287,20170910122414,home
12298,20170910122463,away
12309,20170910122463,home
12320,20170910122568,away
12331,20170910122568,home
12342,20170910122637,away
12353,20170910122637,home
12364,20170910122751,away
12375,20170910122751,home
12386,20170910122898,away
12397,20170910122898,home
12408,20170910122984,away
12419,20170910122984,home
12430,20170910123051,away
12441,20170910123051,home
12452,20170910123304,away
12463,20170910123304,home
12474,20170910123325,away
12485,20170910123325,home
12496,20170910123393,away
12507,20170910123393,home
12518,20170910123414,away
12529,20170910123414,home
12540,20170910123435,away
12551,20170910123435,home
12562,20170910123456,away
12573,20170910123456,home
12584,20170910123477,away
12595,20170910123477,home
12606,20170910123515,away
12617,20170910123515,home
12628,20170910123553,away
12639,20170910123553,home
12650,20170911000087,away
12661,20170911000087,home
12672,20170911000108,away
12683,20170911000108,home
12694,20170911000174,away
12705,20170911000174,home
12716,20170911000230,away
12727,20170911000230,home
12738,20170911000309,away
12749,20170911000309,home
12760,20170911000330,away
12771,20170911000330,home
12782,20170911000386,away
12793,20170911000386,home
12804,20170911000494,away
12815,20170911000494,home
12826,20170911000563,away
12837,20170911000563,home
12848,20170911000624,away
12859,20170911000624,home
12870,20170911000724,away
12881,20170911000724,home
12892,20170911000745,away
12903,20170911000745,home
12914,20170911000846,away
12925,20170911000846,home
12936,20170911000867,away
12947,20170911000867,home
12958,20170911000963,away
12969,20170911000963,home
12980,20170911000989,away
12991,20170911000989,home
13002,20170911001172,away
13013,20170911001172,home
13024,20170911001263,away
13035,20170911001263,home
13046,20170911001330,away
13057,20170911001330,home
13068,20170911001351,away
13079,20170911001351,home
13090,20170911001375,away
13101,20170911001375,home
13112,20170911001543,away
13123,20170911001543,home
13134,20170911001594,away
13145,20170911001594,home
13156,20170911001692,away
13167,20170911001692,home
13178,20170911001771,away
13189,20170911001771,home
13200,20170911002134,away
13211,20170911002134,home
13222,20170911002194,away
13233,20170911002194,home
13244,20170911002215,away
13255,20170911002215,home
13266,20170911002265,away
13277,20170911002265,home
13288,20170911002353,away
13299,20170911002353,home
13310,20170911002455,away
13321,20170911002455,home
13332,20170911002528,away
13343,20170911002528,home
13354,20170911002650,away
13365,20170911002650,home
13376,20170911002730,away
13387,20170911002730,home
13398,20170911002860,away
13409,20170911002860,home
13420,20170911002905,away
13431,20170911002905,home
13442,20170911002960,away
13453,20170911002960,home
13464,20170911002998,away
13475,20170911002998,home
13486,20170911003019,away
13497,20170911003019,home
13508,20170911003040,away
13519,20170911003040,home
13530,20170911003254,away
13541,20170911003254,home
13552,20170911003323,away
13563,20170911003323,home
13574,20170911003402,away
13585,20170911003402,home
13596,20170911003447,away
13607,20170911003447,home
13618,20170911003492,away
13629,20170911003492,home
13640,20170911003530,away
13651,20170911003530,home
13662,20170911003863,away
13673,20170911003863,home
13684,20170911003901,away
13695,20170911003901,home
13706,20170911003939,away
13717,20170911003939,home
13728,20170911010052,away
13739,20170911010052,home
13750,20170911010121,away
13761,20170911010121,home
13772,20170911010230,away
13783,20170911010230,home
13794,20170911010251,away
13805,20170911010251,home
13816,20170911010389,away
13827,20170911010389,home
13838,20170911010434,away
13849,20170911010434,home
13860,20170911010455,away
13871,20170911010455,home
13882,20170911010544,away
13893,20170911010544,home
13904,20170911010589,away
13915,20170911010589,home
13926,20170911010610,away
13937,20170911010610,home
13948,20170911010698,away
13959,20170911010698,home
13970,20170911010719,away
13981,20170911010719,home
13992,20170911010764,away
14003,20170911010764,home
14014,20170911010902,away
14025,20170911010902,home
14036,20170911010923,away
14047,20170911010923,home
14058,20170911010946,away
